Series Name,"Series Code","Country Name","Country Code","2016 [YR2016]"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Greenland","GRL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Grenada","GRD",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Guam","GUM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Guatemala","GTM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Guinea","GIN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Guinea-Bissau","GNB",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Guyana","GUY",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Haiti","HTI",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Honduras","HND","60.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Hong Kong SAR, China","HKG",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Hungary","HUN","13.4"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Iceland","ISL","10.1"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","India","IND",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Indonesia","IDN","10.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Iran, Islamic Rep.","IRN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Iraq","IRQ",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Ireland","IRL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Isle of Man","IMN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Israel","ISR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Italy","ITA","20.3"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Jamaica","JAM","17.1"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Japan","JPN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Jordan","JOR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Kazakhstan","KAZ",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Kenya","KEN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Kiribati","KIR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Korea, Dem. People's Rep.","PRK",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Korea, Rep.","KOR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Kosovo","XKX",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Kuwait","KWT",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Kyrgyz Republic","KGZ","25.4"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Lao PDR","LAO",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Latvia","LVA","22.1"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Lebanon","LBN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Lesotho","LSO",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Liberia","LBR","50.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Libya","LBY",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Liechtenstein","LIE",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Lithuania","LTU","22.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Luxembourg","LUX",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Macao SAR, China","MAC",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","North Macedonia","MKD","22.2"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Madagascar","MDG",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Malawi","MWI","51.5"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Malaysia","MYS",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Maldives","MDV",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Mali","MLI","46.8"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Malta","MLT","16.7"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Marshall Islands","MHL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Mauritania","MRT",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Mauritius","MUS",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Mexico","MEX","43.6"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Micronesia, Fed. Sts.","FSM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Moldova","MDA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Monaco","MCO",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Mongolia","MNG",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Montenegro","MNE","23.6"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Morocco","MAR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Mozambique","MOZ",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Myanmar","MMR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Namibia","NAM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Nauru","NRU",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Nepal","NPL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Netherlands","NLD","13.2"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","New Caledonia","NCL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","New Zealand","NZL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Nicaragua","NIC","24.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Niger","NER",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Nigeria","NGA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Northern Mariana Islands","MNP",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Norway","NOR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Oman","OMN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Pakistan","PAK",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Palau","PLW",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Panama","PAN","22.1"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Papua New Guinea","PNG",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Paraguay","PRY","28.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Peru","PER","20.7"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Philippines","PHL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Poland","POL",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Portugal","PRT","18.3"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Puerto Rico","PRI",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Qatar","QAT",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Romania","ROU","23.6"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Russian Federation","RUS","13.2"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Rwanda","RWA","38.2"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Samoa","WSM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","San Marino","SMR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Sao Tome and Principe","STP",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Saudi Arabia","SAU",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Senegal","SEN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Serbia","SRB","25.7"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Seychelles","SYC",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Sierra Leone","SLE",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Singapore","SGP",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Sint Maarten (Dutch part)","SXM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Slovak Republic","SVK","12.4"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Slovenia","SVN","13.3"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Solomon Islands","SLB",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Somalia","SOM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","South Africa","ZAF",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","South Sudan","SSD","82.3"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Spain","ESP","21.6"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Sri Lanka","LKA","16"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","St. Kitts and Nevis","KNA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","St. Lucia","LCA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","St. Martin (French part)","MAF",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","St. Vincent and the Grenadines","VCT",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Sudan","SDN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Suriname","SUR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Eswatini","SWZ","58.9"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Sweden","SWE","15.8"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Switzerland","CHE","15.5"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Syrian Arab Republic","SYR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Tajikistan","TJK",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Tanzania","TZA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Thailand","THA","8.6"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Timor-Leste","TLS",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Togo","TGO",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Tonga","TON",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Trinidad and Tobago","TTO",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Tunisia","TUN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Turkiye","TUR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Turkmenistan","TKM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Turks and Caicos Islands","TCA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Tuvalu","TUV",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Uganda","UGA","21.4"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Ukraine","UKR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","United Arab Emirates","ARE",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","United Kingdom","GBR","17"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","United States","USA",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Uruguay","URY",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Uzbekistan","UZB",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Vanuatu","VUT",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Venezuela, RB","VEN",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Viet Nam","VNM","9.2"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Virgin Islands (U.S.)","VIR",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","West Bank and Gaza","PSE","29.2"
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Yemen, Rep.","YEM",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Zambia","ZMB",".."
Poverty headcount ratio at national poverty lines (% of population),"SI.POV.NAHC","Zimbabwe","ZWE",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Afghanistan","AFG","19449602244.5449"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Albania","ALB","12420735753.6914"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Algeria","DZA","201027370827.257"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","American Samoa","ASM",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Andorra","AND",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Angola","AGO","74246107929.285"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Antigua and Barbuda","ATG","1356422450.61942"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Argentina","ARG","532504167159.506"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Armenia","ARM","11045672826.7053"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Aruba","ABW","2747821767.15291"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Australia","AUS","1309602091461.1"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Austria","AUT","403990836645.997"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Azerbaijan","AZE","46724202854.7385"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bahamas, The","BHS","10658759188.4117"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bahrain","BHR","30796718521.5077"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bangladesh","BGD","225591726985.725"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Barbados","BRB","4571233626.08548"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Belarus","BLR","53366339707.4798"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Belgium","BEL","491770197449.636"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Belize","BLZ","2058497886.13346"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Benin","BEN","12104023378.214"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bermuda","BMU","6689406375.36548"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bhutan","BTN","2115586505.38953"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bolivia","BOL","33490607690.1137"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bosnia and Herzegovina","BIH","17600401100.0363"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Botswana","BWA","13545412278.7365"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Brazil","BRA","1839991782313.57"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","British Virgin Islands","VGB",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Brunei Darussalam","BRN","13925371184.5679"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bulgaria","BGR","52781352541.569"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Burkina Faso","BFA","12626356083.9431"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Burundi","BDI","2698513844.91404"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cabo Verde","CPV","1833718971.6041"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cambodia","KHM","18078663604.7704"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cameroon","CMR","34412094663.3691"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Canada","CAN","1585229175404.88"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cayman Islands","CYM","3018186348.64587"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Central African Republic","CAF","1869960216.76917"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Chad","TCD","10676159514.4766"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Channel Islands","CHI",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Chile","CHL","243046025925.994"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","China","CHN","11387926589492.6"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Colombia","COL","311102697309.252"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Comoros","COM","1049206412.96791"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Congo, Dem. Rep.","COD","36861850048.0758"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Congo, Rep.","COG","11826831604.8061"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Costa Rica","CRI","54400824902.5175"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cote d'Ivoire","CIV","48916733337.103"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Croatia","HRV","53886964573.2859"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cuba","CUB","84810814985.2696"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Curacao","CUW","2915027208.70735"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cyprus","CYP","21151390957.7221"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Czechia","CZE","186730229841.29"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Denmark","DNK","332444179525.382"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Djibouti","DJI","2567960139.96061"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Dominica","DMA","519425266.54999"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Dominican Republic","DOM","71380388935.9964"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ecuador","ECU","95015405747.9368"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Egypt, Arab Rep.","EGY","325198707868.239"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","El Salvador","SLV","22295959534.2249"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Equatorial Guinea","GNQ","10043892394.8458"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Eritrea","ERI",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Estonia","EST","24062824109.1317"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ethiopia","ETH","68942782200.5237"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Faroe Islands","FRO","2841462302.46874"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Fiji","FJI","4605397527.10776"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Finland","FIN","250227700270.443"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","France","FRA","2608888577036.64"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","French Polynesia","PYF",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Gabon","GAB","14216590532.1583"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Gambia, The","GMB","1339838186.50614"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Georgia","GEO","15595315199.8665"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Germany","DEU","3646622511936.03"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ghana","GHA","51691905298.6933"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Gibraltar","GIB",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Greece","GRC","200867908001.466"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Greenland","GRL",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Grenada","GRD","920927024.403226"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guam","GUM",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guatemala","GTM","61233780865.7078"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guinea","GIN","9099739319.85071"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guinea-Bissau","GNB","1235074133.75615"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guyana","GUY","4319882553.63913"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Haiti","HTI","14680073741.8599"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Honduras","HND","19698747620.6188"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Hong Kong SAR, China","HKG","315280252901.191"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Hungary","HUN","128561321081.761"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Iceland","ISL","19695751009.6466"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","India","IND","2246783906989.38"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Indonesia","IDN","890493673464.311"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Iran, Islamic Rep.","IRN","456042782758.234"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Iraq","IRQ","195618340291.733"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ireland","IRL","246047735198.356"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Isle of Man","IMN","6568246958.97444"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Israel","ISR","314828094485.928"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Italy","ITA","1938263470221.71"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Jamaica","JAM","13358039418.0049"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Japan","JPN","4887581873400.53"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Jordan","JOR","38173997609.6196"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kazakhstan","KAZ","155999097992.4"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kenya","KEN","71748257092.2357"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kiribati","KIR","355182435.492752"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Korea, Dem. People's Rep.","PRK",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Korea, Rep.","KOR","1502019360877"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kosovo","XKX","6988596429.78944"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kuwait","KWT","139813983408.502"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kyrgyz Republic","KGZ","6741191536.90146"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lao PDR","LAO","14563895801.7476"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Latvia","LVA","28996892276.6028"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lebanon","LBN","48501677331.6132"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lesotho","LSO","2642570107.81679"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Liberia","LBR","2918535409.45408"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Libya","LBY","50882228980.806"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Liechtenstein","LIE",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lithuania","LTU","42716149555.9502"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Luxembourg","LUX","42910077269.6517"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Macao SAR, China","MAC","39045197881.6539"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","North Macedonia","MKD","10364776724.0245"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Madagascar","MDG","11596598308.7495"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Malawi","MWI","8632391151.61232"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Malaysia","MYS","311560168337.287"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Maldives","MDV","3874022941.78188"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mali","MLI","13954289057.1028"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Malta","MLT","10671451838.3719"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Marshall Islands","MHL","240463794.94616"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mauritania","MRT","6300770359.12805"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mauritius","MUS","12983120584.3553"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mexico","MEX","1190381172086.54"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Micronesia, Fed. Sts.","FSM","373577617.354728"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Moldova","MDA","8888973951.26183"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Monaco","MCO",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mongolia","MNG","10678416260.5219"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Montenegro","MNE","4414568720.59225"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Morocco","MAR","111739871285.219"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mozambique","MOZ","15130344379.9941"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Myanmar","MMR","63559467229.9202"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Namibia","NAM","11165440937.0553"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nauru","NRU","130279385.143472"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nepal","NPL","24065937869.437"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Netherlands","NLD","791581524075.691"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","New Caledonia","NCL",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","New Zealand","NZL","185941273055.948"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nicaragua","NIC","12333276212.0212"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Niger","NER","10962186269.202"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nigeria","NGA","463851771590.264"
